epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall,train/Accuracy,train/F1score,train/IoU,train/Loss,train/Precision,train/Recall,val/Accuracy,val/F1score,val/IoU,val/Loss,val/Precision,val/Recall
13,1693,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-137374.78125,0.9999895095825195,0.9999895095825195
13,1693,,,,,,,0.9999800324440002,0.9999290704727173,0.9998605251312256,-0.008797886781394482,0.9999290704727173,0.9999290704727173,,,,,,
14,1814,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.06700455397367477,0.9999895095825195,0.9999895095825195
14,1814,,,,,,,0.9999800324440002,0.9999288320541382,0.9998608827590942,-0.011598647572100163,0.9999288320541382,0.9999288320541382,,,,,,
15,1935,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,100964.4453125,0.9999895095825195,0.9999895095825195
15,1935,,,,,,,0.999980092048645,0.9999290704727173,0.9998608231544495,-0.010730622336268425,0.9999290704727173,0.9999290704727173,,,,,,
16,2056,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,274107.375,0.9999895095825195,0.9999895095825195
16,2056,,,,,,,0.9999799728393555,0.9999289512634277,0.9998610019683838,-0.011075038462877274,0.9999289512634277,0.9999289512634277,,,,,,
17,2177,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.06796927750110626,0.9999895095825195,0.9999895095825195
17,2177,,,,,,,0.9999799132347107,0.9999290704727173,0.9998606443405151,-0.007798799779266119,0.9999290704727173,0.9999290704727173,,,,,,
18,2298,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.06785007566213608,0.9999895095825195,0.9999895095825195
18,2298,,,,,,,0.9999803304672241,0.9999290704727173,0.9998605847358704,-0.014025824144482613,0.9999290704727173,0.9999290704727173,,,,,,
19,2419,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-66311.890625,0.9999895095825195,0.9999895095825195
19,2419,,,,,,,0.9999801516532898,0.9999293088912964,0.9998605847358704,-0.010726351290941238,0.9999293088912964,0.9999293088912964,,,,,,
20,2420,0.9999967217445374,0.999987781047821,0.9999759197235107,184319.515625,0.999987781047821,0.999987781047821,,,,,,,,,,,,
